job_id,title,role,company,location,country,work_type,company_size,experience,qualifications,salary,description,responsibilities,skills,benefits,sector,industry,posting_date,portal,source,external_url
5574907612,"Manager, Software Engineering","Manager, Software Engineering",TMUS Global Solutions,"Hyderabad, Telangana",IN,,,,,,"About T-Mobile: T-Mobile US, Inc. (NASDAQ: TMUS), headquartered in Bellevue, Washington, is Americas supercharged Un-carrier, connecting millions through its strong nationwide network and flagship brands, T-Mobile and Metro by T-Mobile. Customers benefit from an unmatched combination of value, quality, and exceptional service experience. About TMUS Global Solutions: TMUS Global Solutions is a world-class technology powerhouse accelerating the companys global digital transformation. With a cultu…",,[],[],,IT Jobs,2026-01-09T06:12:41Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5574907612?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=5B64130E383370DAC96E251336CEFCF908118C72
5538938820,Senior Software Engineer,Senior Software Engineer,Stolt-Nielsen Digital Innovation Centre,"Hyderabad, Telangana",IN,,,,,,"About the Role The Senior Software Engineer plays a critical role in designing and building scalable software systems that solve complex business and technical challenges. In our Tankers business, we are actively modernizing our portfolio of business applications that are at the heart of our operations, such as our business planning applications, our customer and partner portals, financial systems and our interfaces on top of our data and AI products. You will be a key player in driving our dig…",,[],[],,IT Jobs,2025-12-12T08:53:17Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5538938820?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=E65479D47B11839E1200062458FFA3F81E77B7BA
5621100775,Senior Software Engineer,Senior Software Engineer,Sedgwick India,"Bangalore, Karnataka",IN,,,,,,"JOB DESCRIPTION About the Company About Sedgwick We are the worlds leading risk and claims administration partner, helping clients thrive by navigating the unexpected. Our expertise, combined with the most advanced AI-enabled technology available, sets the standard for solutions in claims administration, loss adjusting, benefits administration and product recall. With over 33,000 colleagues and 10,000 clients across 80 countries, we provide unmatched perspective, caring that counts, and solutio…",,[],[],,IT Jobs,2026-02-09T08:23:38Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5621100775?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=259AB98753E118513916E218D9A75F995B12F61A
5688254707,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking a full stack Senior Software Engineering to help architect and build fast, frictionless experiences across the globe as part of our growing Ecommerce Engineering team. The Senior Software Engineering will hold responsibility for front-end initiatives across multiple platforms. The ideal candidate has a passion for collaboration with cross functional partners, can adapt to technology change and evolution, and is eager to find creative solutions to technic…",,[],[],,IT Jobs,2026-04-03T09:36:26Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254707?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=5BDFF84944A9C49CBE4E35BF6BFCFFD927B3872D
5579979628,"Manager, Software Engineering","Manager, Software Engineering",TMUS Global Solutions,"Hyderabad, Telangana",IN,,,,,,"JOB SUMMARY: This role leads a team of software engineers responsible for designing, developing, and operating T-Mobiles ServiceNow platform which includes ITSM, CSM, ITOM, CMDB, HRSD, FSM, and enterprise integrations. The manager oversees delivery of scalable, secure, and highly available ServiceNow solutions that support IT operations, customer service, employee experience, and field operations. This position partners with product, SRE, architecture, and business stakeholders to define techni…",,[],[],,IT Jobs,2026-01-12T06:13:51Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5579979628?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=86F2C5C878F3AF4889918402B96438020F14BFDC
5686848003,Senior Software Engineer,Senior Software Engineer,Costco,"Hyderabad, Telangana",IN,,,,,,"About Costco Wholesale Costco Wholesale is a multi-billion-dollar global retailer with warehouse club operations in eleven countries. They provide a wide selection of quality merchandise, plus the convenience of specialty departments and exclusive member services, all designed to make shopping a pleasurable experience for their members. About Costco Wholesale India At Costco Wholesale India, we foster a collaborative space, working to support Costco Wholesale in developing innovative solutions …",,[],[],,IT Jobs,2026-04-02T09:35:59Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5686848003?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=E92AE3AB2B22EA7939E7A86D5A6CDB7AFFA2EED2
5688254800,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking a Sr Software Engineer to help build fast, frictionless experiences across the globe as part of our growing Ecommerce Engineering team. The Sr Software Engineer will be responsible for delivering features on our Salesforce Commerce Cloud platform. The ideal candidate has a passion for collaboration with cross functional partners, can adapt to technology change and evolution, and is eager to find creative solutions to technical issues. YOUR IMPACT (Job Re…",,[],[],,IT Jobs,2026-04-03T09:36:43Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254800?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=E1A707B8FC112092C89CAE5401A98A006E4ABA8A
5688254744,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE Under Armour is seeking a Senior Software Engineer to help build fast, frictionless experiences across the globe as part of our growing Omni Engineering team. The Sr Software Engineer will be responsible for developing, configuring, supporting and implementing omni solutions and integrations on our OMS platform Manhattan Active Omni. The ideal candidate has a passion for collaboration with cross functional partners, can adapt to technology change and evolution, and is eager to f…",,[],[],,IT Jobs,2026-04-03T09:36:35Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254744?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=3A7F7E54560371CA18145C6E3A730285405CE424
5688254785,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE Under Armour is seeking a Sr Software Engineer to help build fast, frictionless experiences across the globe as part of our growing Retail Engineering team. The Sr Software Engineer will be responsible for developing, configuring, supporting and implementing retail experiences and solutions for our physical storefronts and POS system Salesforce Retail Cloud. The ideal candidate has a passion for collaboration with cross functional partners, can adapt to technology change and evo…",,[],[],,IT Jobs,2026-04-03T09:36:41Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254785?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=E7C855CCFD3458798225445FF11C84A1B8E72011
5395623709,Sr. Software Engineer,Sr. Software Engineer,Costco,"Hyderabad, Telangana",IN,,,,,,"Position Title: Sr. Software Engineer Role Summary: The Costco GDX Order Management Platform team is looking for a talented individual to design, develop, and maintain the critical services that power Costcos multi-billion dollar eCommerce business. This role will be a technical leader in a fast-paced, dynamic environment, focusing heavily on back-end microservices development with an opportunity to make a tangible impact on millions of members globally within a rapidly expanding eCommerce land…",,[],[],,IT Jobs,2025-09-12T10:02:47Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5395623709?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=0FE6C294E58A06BB85B519530C6D5A89994BF8B6
5680955770,Senior Software Engineer,Senior Software Engineer,Costco,"Hyderabad, Telangana",IN,,,,,,"Job Description: Position Summary: Global Digital Experience (GDX) is looking for a passionate expert level backend Software Engineer eager to solve complex problems at a global scale. At Costco, we're building the next generation of retail technology, and we need talented individuals to drive our digital transformation. We're a company that not only delivers exceptional value to millions of members worldwide but also deeply values its employees, fosters a culture of innovation, and offers genu…",,[],[],,IT Jobs,2026-03-28T09:36:18Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5680955770?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=C2AB7F5297ACAD605E138E3C0ADFD9238F0752CC
5661254412,Senior Software Engineer,Senior Software Engineer,Ferguson,"Bangalore, Karnataka",IN,,,,,,"Duties and Responsibilities: Develop and maintain high-quality, efficient, and testable code using Java and other backend technologies. Collaborate with multi-functional teams, including technical leads, business collaborators, and product owners, to gather and understand project requirements and acceptance criteria. Integrate data from various backend services and databases, ensuring seamless functionality. Troubleshoot, debug, and resolve issues in existing applications to maintain optimal pe…",,[],[],,IT Jobs,2026-03-11T09:36:49Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5661254412?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=BDC013D784351879B1630A09E41B20FC6F490829
5449748975,Principal Software Engineer,Principal Software Engineer,FM India,"Bangalore, Karnataka",IN,,,,,,"Role Title: Principal Software Engineer Position Summary: Leads and mentors in the design, development, and maintenance of multi-tiered business applications. Individuals holding this position are typically expected to be thought leaders in conjunction with solution architects and lead product teams from technical and delivery perspectives as well as work independently as a member of a team. Incumbents have a thorough understanding of available technology landscape, tools, and existing designs.…",,[],[],,IT Jobs,2025-10-16T11:04:45Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5449748975?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=752AC568D817307FCE97753CAD6EE50245C2EE7B
5688254717,Lead Software Engineer,Lead Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: The Under Armour Platform team responsible for underarmour.com and the UA App is currently seeking a Lead Software Engineer, Backend. This roleis responsible forbuilding new andmaintainexisting Node-based services and APIs in an ecosystem responsible for powering millions of customers across Web, iOS, and Android. The ideal candidate has worked with open-source technology, has been a technical mentor to otherdevelopersand has contributed code to highly scalable backend systems.…",,[],[],,IT Jobs,2026-04-03T09:36:28Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254717?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=1CD2A354F7B0BD68FD8E35A2D6F154CCF14175A7
5688254716,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking a full stack Senior Software Engineer, with a strong emphasis on backend engineering, to help architect and build fast, frictionless experiences across the globe as part of our growing Ecommerce Engineering team. While this is a full stack role, the primary responsibility will be designing and delivering and supporting backend services to support multiple frontend customer experiences across web, app, and retail. The ideal candidate prefers backend devel…",,[],[],,IT Jobs,2026-04-03T09:36:28Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254716?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=F414A184B25288D6B382B260777D30384B4428E1
5695268190,Senior Software Engineer,Senior Software Engineer,Stolt-Nielsen Digital Innovation Centre,"Hyderabad, Telangana",IN,,,,,,"We are excited to announce an opening for a Low-Code Engineer Power Platform at Stolt-Nielsen Digital Innovation Centre. Please find below the details of the role and its responsibilities. Experience Range: 5 years Job Description: About the Role As a Low-Code Developer, you will play a critical role in designing and building scalable business applications using Microsoft Power Platform. You will help modernize our portfolio of business applications which vary from automation to web apps. Your …",,[],[],,IT Jobs,2026-04-10T09:38:50Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5695268190?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=246D84E3B073D1BF3A55139E991C49F5E8489ADF
5663139905,Lead Software Engineer,Lead Software Engineer,FM India,"Bangalore, Karnataka",IN,,,,,,"About us: We are a highly successful 190-year-old, Fortune 500 commercial property insurance company of 6,000 employees with a unique focus on science and risk engineering. Businesses worldwide trust our expertise to protect their assets, relying on our comprehensive risk assessments and robust, engineering-based insurance solutions to safeguard against fire, natural disasters, and other perils. Serving over a quarter of the Fortune 500 and major corporations globally, we deliver data-driven st…",,[],[],,IT Jobs,2026-03-13T07:46:50Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5663139905?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=454BB1A1F4A18FB08D9A454D8DFF8DD0277DA358
5187969044,Software Engineer- TM,Software Engineer- TM,Alkami,"Gurgaon, Haryana",IN,,,,,,"Purpose of the Job: The Software Engineer will build computer software systems, participating in the design process from beginning to end. Demonstrates technical domain knowledge of the company, including apps, services, systems, or frameworks. Essential Duties & Responsibilities: Write clean code to develop functional web applications using object-oriented design, design patterns, data structures, relational databases Participate in the entire application lifecycle, focusing on coding and debu…",,[],[],,IT Jobs,2025-05-08T11:49:19Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5187969044?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=A169355747C6054989F34D18BAD9AC049ECED7BC
5555060750,Software Engineer IND,Software Engineer IND,FM India,"Bangalore, Karnataka",IN,,,,,,"Role Title: Software Engineer IND Position Summary: Participates as a team member in the design, development, and maintenance of multi-tiered business applications. Individuals holding this position are frequently expected to work independently as a member of a team. Incumbents have some understanding of relevant technologies. This individual also participates fully in all team practices and standards. This role interfaces with IT colleagues and other stakeholders to evaluate defined complex bu…",,[],[],,IT Jobs,2025-12-25T09:03:06Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5555060750?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=1833E2B0D2C679D0C411F5A32EC40414A9C35B22
5688254838,Lead Software Engineer,Lead Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking a full stack Software Engineering Lead for Under Armour India (UAI) office, with a strong emphasis on front-end engineering. This role will help architect and build fast, frictionless experiences across the globe as part of our growing Ecommerce Engineering team. While this is a full stack role, the primary responsibility will be leading and delivering front-end initiatives across multiple platforms. The ideal candidate is enjoys building high-quality, a…",,[],[],,IT Jobs,2026-04-03T09:36:49Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254838?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=51F3AEAD9EB29A10786F675A7585681B8BBE608E
5659926209,Software Engineer 3,Software Engineer 3,Costco,"Hyderabad, Telangana",IN,,,,,,"Position Title: Software Engineer 3 Role Summary: The Costco GDX Order Management Platform team is looking for a talented individual to design, develop, and maintain the critical services that power Costcos multi-billion-dollar eCommerce business. This role will be instrumental in a fast-paced, dynamic environment, focusing heavily on back end microservices development with an opportunity to make a tangible impact on millions of members globally within a rapidly expanding eCommerce landscape. T…",,[],[],,IT Jobs,2026-03-10T09:36:33Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5659926209?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=1B9D705B158CE8A84C53FE5DA20DAD2006E266B7
5688254739,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking a full stack Senior Software Engineer for Under Armour India (UAI), with a strong emphasis on front-end engineering, to help architect and build fast, frictionless experiences across the globe as part of our growing Ecommerce Engineering team. While this is a full stack role, the primary responsibility will be designing and delivering front-end features and experiences across multiple platforms. The ideal candidate prefers frontend developmentbuilding po…",,[],[],,IT Jobs,2026-04-03T09:36:34Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254739?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=E5CD9B9A84B805BA0865409F650BE1BCBCB89013
5688254710,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: We are looking for a Sr. AI/ML Systems Engineer to join our Enterprise Data Management organization. As a key member of the enterprise data science team, you will bridge the gap between data science and engineering by building robust machine learning and AI systems that support UnderArmoursbusiness units globally. You willbe responsible forthe end-to-end lifecycle of our modelsfrom development and training to deployment, monitoring, and scale. You will challenge the status quo …",,[],[],,IT Jobs,2026-04-03T09:36:27Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254710?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=009CB5FBFE577AD1275D9A5E921DC0FF8FF1FE7A
5688254736,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking an iOS Senior Software engineer to help Under Armour rethink how e-commerce should bedone. We want a great engineer to help us create our next generation mobile app. Taking advantage ofcutting-edgetechnology, we are assembling a modular,maintainableand performant mobile platform thatleveragesautomation to give engineers a good balance of freedom,insightand accountability. Werea team of passionate engineers who love bringing innovative mobile experiences …",,[],[],,IT Jobs,2026-04-03T09:36:34Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254736?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=BCAD47DD8664EF8B37EFC97C3725C4F1A37909B3
5688254788,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: Under Armour is seeking an Android Senior Software Engineer to help Under Armour rethink how e-commerce should bedone. We want a great engineer to help us create our next generation mobile app. Taking advantage ofcutting-edgetechnology, we are assembling a modular,maintainableand performant mobile platform thatleveragesautomation to give engineers a good balance of freedom,insightand accountability. Werea team of passionate engineers who love bringing innovative mobile experien…",,[],[],,IT Jobs,2026-04-03T09:36:42Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254788?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=FB03B214EDDA683C037AA451D8384B84CC376D0F
5691757225,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: The Senior Software Engineer, Cloud Infrastructure is a critical technical role responsible for designing, building, and maintaining the cloud infrastructure that underpins our e-commerce platform. Operating within a fast-paced retail environment where uptime, latency, and scalability directly impact revenue and customer satisfaction, this role demands both technical depth and a strong operational mindset. The successful candidate will bring proven expertise across multi-cloud …",,[],[],,IT Jobs,2026-04-07T09:42:13Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5691757225?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=4C68A782A914EC3EAB1DAB26943E009A70B62D79
5688254807,Senior Software Engineer,Senior Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: The Senior Professional Data & AI Platform Engineer owns the design, development, deployment, and operational excellence of complex data ingestion and transformation domains within the enterprise cloud data platform. This role builds scalable, high-volume data pipelines while elevating technical standards across development and deployment practices. You are accountable not only for delivering production-ready solutions, but for ensuring they are reliable, secure, performant, an…",,[],[],,IT Jobs,2026-04-03T09:36:45Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5688254807?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=25C52B5DFBAAD6C29C6529FA79B3163CAFEF6FBD
5511937663,Lead Software Engineer,Lead Software Engineer,FM India,"Bangalore, Karnataka",IN,,,,,,"Role Title: Lead Software Engineer Position Summary: Participates as a senior team member in the design, development, and maintenance of multi-tiered business applications. Individuals holding this position are typically expected to be mentors from technical and delivery perspectives as well as work independently as a member of a team. Incumbents have a thorough understanding of available technology landscape, tools, and existing designs. This individual also participates fully in all team prac…",,[],[],,IT Jobs,2025-11-25T05:50:07Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5511937663?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=3A73950EC29481AECED30B3ECEB65CF1C6FA0554
5691757190,Lead Software Engineer,Lead Software Engineer,Under Armour India,"Bangalore, Karnataka",IN,,,,,,"PURPOSE OF ROLE: The Lead Data Platform Engineer shapes the future of the enterprise cloud data platform, driving how data is architected, integrated, optimized, and activated across the organization. This role sets the technical bar for scalability, reliability, security, and AI readiness, ensuring the platform powers analytics and intelligent decision-making with confidence. Operating as a system-level technical leader, the Lead blends architectural vision with hands-on engineering to continu…",,[],[],,IT Jobs,2026-04-07T09:42:05Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5691757190?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=C185EF4F948CDE314688AE6B28AC82D5A109E067
5686848035,Lead Software Engineer,Lead Software Engineer,FM India,"Bangalore, Karnataka",IN,,,,,,"About us: We are a highly successful 190-year-old, Fortune 500 commercial property insurance company of 6,000 employees with a unique focus on science and risk engineering. Businesses worldwide trust our expertise to protect their assets, relying on our comprehensive risk assessments and robust, engineering-based insurance solutions to safeguard against fire, natural disasters, and other perils. Serving over a quarter of the Fortune 500 and major corporations globally, we deliver data-driven st…",,[],[],,IT Jobs,2026-04-02T09:36:07Z,Adzuna,adzuna,https://www.adzuna.in/land/ad/5686848035?se=BlCd64U58RGc9_1NsXJydQ&utm_medium=api&utm_source=763b212a&v=D7CF563E6483E5520332A30938CD596A514645D1
